category,date,name,source,website
Unlicensed entities,,Butler Investment Managers,sfc,www.butler-investments.com
Unlicensed entities,2011-08-26,Waytung Global,sfc,www.waytung-global.com
Unlicensed entities,2011-08-30,Milton Financials,sfc,www.miltonfinancials.com
Suspicious websites,2011-08-26,City Index,sfc,www.cityindexfx.hk
Unlicensed entities,2011-08-31,Final Hurdle Ltd,sfc,www.final-hurdle.com
Unlicensed entities,2011-09-01,Century Commodities,sfc,www.centurycommodities.com
Unlicensed entities,2011-09-06,Ambros Group,sfc,www.ambrosgroup.com
Unlicensed entities,2011-09-07,Hong Kong Finance Authority,sfc,www.financeauthority-hk.com
Unlicensed entities,,Southampton Investment Services International,sfc,
Unlicensed entities,2011-09-14,CTFOREX,sfc,www.ctforexgroup.com
Unlicensed entities,2011-09-15,Trade & Clear Limited,sfc,www.tradeandclear.com
Suspicious websites,,LGT Investment Group,sfc,www.lgt-ap.com/Index.asp
Unlicensed entities,2011-09-27,Devonshire & Douglas Capital Partners,sfc,www.devonshiredouglas.com
Unlicensed entities,2011-09-28,Antek Global Consultants Limited,sfc,http://antekglobalconsultants.com
Unlicensed entities,2011-09-27,Bergmann & Co. International,sfc,http://bergmannco-international.com
Unlicensed entities,2011-09-27,North Point Commodities,sfc,www.nopocom.com
Unlicensed entities,2011-09-28,SGS Consultants Limited,sfc,http://sgsconsultantslimited.com
Unlicensed entities,2011-09-28,SGS Global Limited,sfc,www.sgsgloballtd.com
Unlicensed entities,2011-09-28,Mclintock Greer & Co,sfc,www.mclintockgreer.com
Unlicensed entities,,Mitsui Holdings,sfc,
Unlicensed entities,2011-09-28,The Crowne Registry,sfc,www.thecrowneregistry.com
Fake regulators and/or market operators,,International Financial Court,sfc,
Unlicensed entities,2011-10-10,Beacon Pointe Securities,sfc,www.beaconpointesecurities.com
Suspicious websites,,Wing Sheng Financial Group,sfc,www.wsfggolden.com
Unlicensed entities,2011-10-10,Jensen Ryan Lee Ltd.,sfc,http://jrlltd.com
Suspicious websites,,www.agifx.com/zh/cs/1.html,sfc,www.agifx.com/zh/cs/1.html
Fake regulators and/or market operators,2011-10-10,Global Investor Commission,sfc,www.gicomm.com
Unlicensed entities,2011-10-11,CrownWell International Holdings Limited,sfc,http://crownwell.net
Unlicensed entities,2011-10-21,Global Finance Authority,sfc,www.gfa-hk.com
Unlicensed entities,2011-10-24,Provideo Financial,sfc,www.provideofinancial.com
Suspicious websites,,http://www.ifastcorp.org/iFAST_Login.aspx,sfc,http://www.ifastcorp.org/iFAST_Login.aspx
Suspicious websites,,http://blog.sina.com.cn/s/blog_8cd1c8950100tcbf.html,sfc,http://blog.sina.com.cn/s/blog_8cd1c8950100tcbf.html
Suspicious websites,,http://www.ifastcorp.org/Personalpromotion.aspx?regid=ycx888,sfc,http://www.ifastcorp.org/Personalpromotion.aspx?regid=ycx888
Unlicensed entities,2011-10-25,Cadman Mergers and Acquisition,sfc,www.cadmanmergersandacquisition.com
Fake regulators and/or market operators,,Diversified Assets Authority,sfc,www.daauthority.com
Unlicensed entities,2011-10-26,Federal Capital Inc.,sfc,www.federalcap.us
Unlicensed entities,2011-10-26,Broche Capital Advisors,sfc,www.brochecapitaladvisors.com
Suspicious websites,2011-11-07,Hong Kong Options and Futures Exchange,sfc,www.hkoex.com
Unlicensed entities,2011-11-07,Saddle River Futures,sfc,www.saddleriverfutures.com
Unlicensed entities,2011-11-07,In-Capital,sfc,www.in-capital.com
Unlicensed entities,2011-11-07,HKI Consultants,sfc,www.hkiconsultants.com
Unlicensed entities,2011-11-09,Sunway International,sfc,www.sunway-international.com
Unlicensed entities,2011-11-23,Opus-Alliance,sfc,www.opus-alliance.com
Unlicensed entities,2011-11-24,Eastridge Associates,sfc,www.eastridgeassociates.com
Unlicensed entities,2011-11-28,First Standard Management,sfc,www.first-standard.net
Unlicensed entities,2011-11-28,Pacific Alliance Mergers and Acquisitions Ltd,sfc,http://pacificalliance.com
Suspicious websites,,MAN Group Foundation Limited,sfc,www.mansfund.com/cn
Unlicensed entities,2011-12-06,United Finance Association,sfc,www.ufa-hk.com
Suspicious websites,,"New Zealand Xinlong gold group co., Ltd.",sfc,www.yf-gold.com
Suspicious websites,,www.dtjygold.com,sfc,www.dtjygold.com
Unlicensed entities,,Cosmo Swiss Management S.A.,sfc,
Unlicensed entities,2011-12-21,Brassel Capital Asset Management Limited,sfc,www.bcamltd.com
Unlicensed entities,2011-12-21,Kyodo Securities,sfc,www.kyodosecurities.net
Unlicensed entities,2011-12-21,Shaffer Lienhard,sfc,www.shaffer-lienhard.com
Suspicious websites,2011-12-30,Hong Kong Commodities and Mercantile Exchange,sfc,http://hkcmx.hk
Unlicensed entities,2012-01-11,Winterthur Fund Management,sfc,http://winterthurfundmanagement.com
Suspicious websites,,www.convoyfinancial.net,sfc,www.convoyfinancial.net
Unlicensed entities,2012-01-20,Metro Wide Investments,sfc,http://metrowideinvestments.com
Unlicensed entities,2012-01-30,Pretium Ventures,sfc,www.pretiumventures.com
Unlicensed entities,2012-01-30,China Mineral Company Limited,sfc,www.chinamineralcompany.com
Unlicensed entities,2012-01-30,Worldex Holdings International,sfc,www.worldex-holdings-international.com
Unlicensed entities,2012-01-30,Kennedy Anderson Mergers & Acquisitions,sfc,www.kennedyanderson-merger.com
Unlicensed entities,2012-02-06,GIGA Invest (Asia),sfc,www.gigainvest.net
Unlicensed entities,2012-01-31,ATX Group,sfc,www.atx-group.com
Unlicensed entities,2012-01-30,Longwood Trading,sfc,www.longwood-trading.com
Unlicensed entities,,www.haitonginfo.hk,sfc,www.haitonginfo.hk
Suspicious websites,,http://www.ukcantor.net,sfc,http://www.ukcantor.net
Suspicious websites,,http://www.ukcantor.com,sfc,http://www.ukcantor.com
Suspicious websites,,http://www.ukcantorhk.com,sfc,http://www.ukcantorhk.com
Suspicious websites,,www.cantorint.com,sfc,www.cantorint.com
Unlicensed entities,2012-02-15,Campbell Alexander Financial Services Group/Campbell Alexander Limited,sfc,www.campbellalexander.com
Unlicensed entities,2012-02-22,Vanquish Capital Associates,sfc,www.vanquishcapital-hk.com
Unlicensed entities,2012-02-22,RBM International Limited,sfc,www.rbm-international.com
Unlicensed entities,2012-02-22,Golden Wealth Group,sfc,www.goldenwealthgroup.com
Unlicensed entities,2012-02-28,Bond Asset Management,sfc,www.bondassetmanagement.com
Unlicensed entities,2012-02-22,Ellis Stanley Alden,sfc,www.esaglobalservices.com
Unlicensed entities,2012-02-28,International Securities & Assets Recovery Committee,sfc,www.intlsarc.com
Fake regulators and/or market operators,2012-02-28,Global Acquisitions Regulators,sfc,www.garegulators.com
Fake regulators and/or market operators,2012-02-28,International Mergers Authority,sfc,www.imauth.com
Unlicensed entities,2012-03-05,Sinopart Corporation,sfc,www.sinopart.lu
Suspicious websites,,www.kh969.com,sfc,www.kh969.com
Suspicious websites,,www.kh599.com,sfc,www.kh599.com
Suspicious websites,,www.kh555.com,sfc,www.kh555.com
Suspicious websites,,www.kh879.com,sfc,www.kh879.com
Suspicious websites,,www.kh869.com,sfc,www.kh869.com
Suspicious websites,,www.kh989.com,sfc,www.kh989.com
Suspicious websites,,www.kh799.com,sfc,www.kh799.com
Suspicious websites,,www.kh899.com,sfc,www.kh899.com
Suspicious websites,,http://www.kh989.com/htm/kh4.htm,sfc,http://www.kh989.com/htm/kh4.htm
Suspicious websites,,www.kh819.com,sfc,www.kh819.com
Suspicious websites,,http://www.fayzw.com,sfc,http://www.fayzw.com
Suspicious websites,,www.kh878.com,sfc,www.kh878.com
Suspicious websites,,www.kh889.com,sfc,www.kh889.com
Suspicious websites,,www.kh558.com,sfc,www.kh558.com
Suspicious websites,,www.kh669.com,sfc,www.kh669.com
Suspicious websites,,www.kh788.com,sfc,www.kh788.com
Unlicensed entities,2012-03-20,Jones Capital,sfc,www.jones-capital.com
Suspicious websites,2012-03-20,www.d983.com,sfc,www.d983.com
Unlicensed entities,2012-03-28,Alliance Capital Exchange,sfc,www.alliancecapitalgroup.org
Unlicensed entities,2012-03-28,ACE International,sfc,www.alliancecapitalgroup.org
Unlicensed entities,,S-One Financial,sfc,
Unlicensed entities,,Ashford Financial Group,sfc,www.ashfordfinancialgroup.com
Unlicensed entities,2012-04-17,Smart Trade FX Inc.,sfc,www.smarttradefx.com
Unlicensed entities,2012-04-17,Blackstone Asset Management,sfc,www.blkfinance.net
Unlicensed entities,2012-04-17,Vista Capital Management,sfc,www.vista-hk.com/
Unlicensed entities,,"Williams, Jensen & Jefferies Inc.",sfc,www.wjjinc.com
Unlicensed entities,2012-04-17,Friedman Global,sfc,www.friedman-global.com
Unlicensed entities,2012-04-18,Smith and Olsson,sfc,http://www.smithandolsson.com/
Unlicensed entities,,Hong Kong Securities Clearing Limited,sfc,
Unlicensed entities,2012-04-20,Global Span Asia,sfc,www.gspanasia.com
Unlicensed entities,2012-05-04,Fibonacci International Hong Kong Limited,sfc,www.fibo-int.com
Unlicensed entities,2012-04-30,etoile Consulting Group,sfc,www.etoileam.com
Unlicensed entities,,JD Trading Inc,sfc,
Suspicious websites,,www.cantorfsa.com,sfc,www.cantorfsa.com
Unlicensed entities,,Tiger CTA,sfc,www.tiger-cta.com
Unlicensed entities,2012-05-10,Asiana FX Limited,sfc,www.asianafx.com
Unlicensed entities,,Chase Boston Limited,sfc,
Suspicious websites,,www.cantor-fsa.com,sfc,www.cantor-fsa.com
Fake regulators and/or market operators,,Futures Trading Commission,sfc,www.hkftc.org
Suspicious websites,,www.t908.com,sfc,www.t908.com
Unlicensed entities,,Alliance Capital Group,sfc,www.alliancecapitalgroup.org
Fake regulators and/or market operators,,Seoul Options and Futures Exchange,sfc,www.sofx.org
Unlicensed entities,2012-06-26,Murray Merger Group,sfc,www.murraymerger.com
Unlicensed entities,2012-05-14,Unicorn Finance Group,sfc,www.unicornfinancegroup.com
Unlicensed entities,2012-05-14,Harris & James Company Ltd,sfc,www.harris-james.com
Unlicensed entities,,BlueCrest Capital Management,sfc,
Suspicious websites,,www.newedgetarget.com,sfc,www.newedgetarget.com
Unlicensed entities,,Lefroy Hudson,sfc,www.lefroy-hudson.com
Unlicensed entities,2012-07-23,The Kronos Group,sfc,www.thekronosgroup.com
Unlicensed entities,2012-06-18,Oriental Futures Trading,sfc,www.of-trading.com
Unlicensed entities,2012-07-23,Dawson & Crane Incorporated,sfc,www.dawsoncrane.com
Unlicensed entities,2012-07-25,Apex International Development Group Limited,sfc,www.apexrise.com
Unlicensed entities,,Fast Gold Inc.,sfc,http://fast-goldex.webs.com
Unlicensed entities,2012-08-02,Softchange Inc.,sfc,http://softchanger.webs.com
Fake regulators and/or market operators,,Fast Gold Exchange,sfc,http://fast-goldex.webs.com
Unlicensed entities,,Pays Gold Inc.,sfc,
Unlicensed entities,,Electronic Money Inc.,sfc,
Unlicensed entities,,LGT German Investment GmbH,sfc,
Unlicensed entities,,德國LGT投資有限公司北京代表處,sfc,
Unlicensed entities,,LGT-Investment Gmbh,sfc,
Unlicensed entities,,LGT German Investitions GmbH,sfc,
Suspicious websites,,http://eastmoney.comhjl.com,sfc,http://eastmoney.com
Unlicensed entities,2012-08-07,Hongkong Chuangtou Financial Investment Inc,sfc,www.ct9999.com
Unlicensed entities,2012-08-20,Arendee Consulting Group Ltd,sfc,www.arendeeco.com
Unlicensed entities,2012-08-21,Shinsei Associates,sfc,www.shinseiassociates.com
Unlicensed entities,2012-08-30,Omega Trading Group,sfc,http://omegatradinggroup.com
Unlicensed entities,2012-09-05,ACT Transfer Services,sfc,www.acttransferservices.com
Unlicensed entities,2012-09-05,Churchills Mergers and Acquisitions,sfc,www.churchillsmergersandacquisitions.com
Unlicensed entities,,Option World,sfc,www.option-world.com
Unlicensed entities,2012-09-19,Wealth Capital Corp,sfc,www.wealthcapitalcorp.com
Unlicensed entities,2012-09-19,Manhattan Capital Corp,sfc,www.manhattancapitalcorp.com
Unlicensed entities,2012-09-19,Ocean International Ltd,sfc,www.oceaninternationalltd.com
Unlicensed entities,2012-09-19,Aros Securities,sfc,www.arossec.com
Unlicensed entities,2012-09-19,Finance Your Dream Limited trading as Royalty7,sfc,www.royalty7.com
Unlicensed entities,,BridgeWay Corporate Management,sfc,www.bridgewaycm.com
Suspicious websites,,www.hpgold-hk.com,sfc,www.hpgold-hk.com
Unlicensed entities,2012-10-16,Provost Management,sfc,www.provostmanagement.com
Unlicensed entities,2012-10-17,Agile Financial,sfc,www.agilefinancial.com
Unlicensed entities,2012-10-17,Cooper Chung International,sfc,www.cooperchung.com
Unlicensed entities,2012-10-17,Transunion Financial,sfc,www.transunionfinancial.com
Unlicensed entities,2012-10-17,Admiral Finance Group,sfc,www.admiralfinancegroup.com
Unlicensed entities,2012-10-17,Apex Capital Partners,sfc,http://apexcapitalpartners.com
Unlicensed entities,2012-10-17,The Tyler Group,sfc,www.thetylergroup.com
Unlicensed entities,2012-10-17,Abney Associates,sfc,www.abneyassociates.com
Unlicensed entities,2012-10-22,Crossbridge Partners,sfc,www.crossbridgepartners.com
Suspicious websites,,www.mscipchinese.co.uk,sfc,www.mscipchinese.co.uk
Suspicious websites,,www.mscip.co.uk,sfc,www.mscip.co.uk
Unlicensed entities,2012-11-02,Blake Capital Partners,sfc,www.blakecapitalpartners.com
Unlicensed entities,2012-11-02,Worldwide Investors Portfolio,sfc,www.worldwideinvestmentsportfolio.com
Unlicensed entities,,Days of Gold Company Ltd,sfc,www.goldtfa.com
Unlicensed entities,,InvestTechFX,sfc,www.investtechfx.com
Unlicensed entities,2012-11-07,Delacour Investments,sfc,www.delacourinvest.com
Unlicensed entities,2012-11-07,Blumkin Global,sfc,www.blumkin-global.com
Unlicensed entities,2012-11-09,Riverbrook Capital,sfc,www.riverbrookcapital.com
Unlicensed entities,2012-11-14,GBTRADE International Worldwide Limited,sfc,www.gbtrade-worldwide.com
Unlicensed entities,2012-11-15,Lear Capital Group,sfc,http://learcapitalgroup.com
Unlicensed entities,2012-11-15,Shanghai Continental Futures Co. Ltd. / SCFS Group Limited,sfc,www.scfs-group.com
Unlicensed entities,2012-11-15,Pacific Transfers International,sfc,www.pacifictransfersintl.com
Unlicensed entities,,S-One Financial / Summit One Financial,sfc,
Fake regulators and/or market operators,,International Financial Court (IFC) Hong Kong,sfc,
Unlicensed entities,2012-11-22,Claybourne Group,sfc,www.claybournegroup.com
Unlicensed entities,2012-11-29,Redford Securities International,sfc,www.redfordsecurities.com
Suspicious websites,,www.sfjrw.com,sfc,www.sfjrw.com
Suspicious websites,,http://harbin-beer.cn/index.html,sfc,http://harbin-beer.cn/index.html
Suspicious websites,,http://61.152.237.170/index.html,sfc,http://61.152.237.170/index.html
Unlicensed entities,2012-12-24,Rabo Strategies,sfc,www.rogosbv.com
Suspicious websites,,富時金融,sfc,www.fs5666.com
Unlicensed entities,2013-01-02,Kessler and Partners,sfc,www.kesslerandpartners.com
Unlicensed entities,2013-01-04,Overseas Corporate Advisors Inc,sfc,www.overseascorporateadvisors.com
Unlicensed entities,2013-01-17,BP Holdings,sfc,www.bpholdings.com
Suspicious websites,,www.3w2n.com,sfc,www.3w2n.com
Suspicious websites,,www.yishi888.com,sfc,www.yishi888.com
Unlicensed entities,2013-01-21,The Toros Group,sfc,www.thetorosgroup.com
Unlicensed entities,2013-01-21,5Decimals Limited,sfc,http://5decimals.com
Unlicensed entities,2013-01-21,MTC Global Group / MTC Global Financial Services Group Ltd,sfc,www.mtcglobal.com
Suspicious websites,,高銀金融,sfc,http://gyjrw.cc/
Unlicensed entities,2013-02-05,EFG Associates,sfc,www.efg-associates.net
Unlicensed entities,2013-02-15,Spectrum Capital Management,sfc,www.spectrumcapitalmanagement.com
Unlicensed entities,2013-02-26,Summit Capital Management,sfc,www.summit-cm.com
Unlicensed entities,2013-02-26,Winbase Equities,sfc,www.winbaseequities.com
Unlicensed entities,2013-02-27,CTC Holdings Co,sfc,www.ctc-holdings.com
Unlicensed entities,2013-02-27,Prava Law Group LLC,sfc,http://pravalaw.com
Unlicensed entities,2013-02-27,GIGA Asia Limited,sfc,www.gigaasialimited.com
Unlicensed entities,,COLLINGBOURNE GROUP,sfc,
Suspicious websites,,http://www.cantorukgold.com,sfc,http://www.cantorukgold.com
Fake regulators and/or market operators,2013-03-15,Hong Kong Regulatory Board,sfc,http://gov.hkrb.org
Fake regulators and/or market operators,,International Investor Protection Coalition,sfc,http://iipcoalitiononline.org
Unlicensed entities,2013-03-15,Clarity Capital Markets,sfc,http://claritycapitalmarkets.com
Unlicensed entities,2013-03-20,Hollerman & Company LLC,sfc,www.hollermanllc.com
Unlicensed entities,2013-03-27,Frank Goldenberg Yoshi,sfc,www.fgy.com.hk
Unlicensed entities,2013-03-27,Global Cap. Equity Group,sfc,www.globalcap-equitygrp.com
Unlicensed entities,2013-03-28,Genkai Securities,sfc,www.genkai-securities.com
Unlicensed entities,2013-04-05,Troy McDonald,sfc,http://troymcdonald.com
Suspicious websites,,www.fuchang1.com,sfc,www.fuchang1.com
Suspicious websites,,www.81cx.com,sfc,www.81cx.com
Suspicious websites,,www.fuchang2.com,sfc,www.fuchang2.com
Unlicensed entities,2013-04-23,Lionhill Partners,sfc,www.lionhillpartners.com
Unlicensed entities,2013-04-25,Changsheng Associates,sfc,www.changsheng-associates.com
Unlicensed entities,2013-04-25,International Corporate Advisors,sfc,www.intlcorporateadvisors.com
Unlicensed entities,2013-05-08,Cornerstone Capital Advisers,sfc,www.cornerstonecapitaladvisors.com
Unlicensed entities,2013-05-09,Hemmington Capital Markets,sfc,www.hemington-cm.com
Unlicensed entities,2013-05-09,Guangzhou Commodity Exchange / Guangzhou COM / GZ COM,sfc,www.gzcom.org
Unlicensed entities,,AIA Group Investment Guarantee Limited,sfc,
Unlicensed entities,,Duke International Asset Management Company Limited,sfc,www.dukehk.com
Unlicensed entities,,Cartel Group,sfc,www.cartelgroups.com
Unlicensed entities,,Citichamp Investment Limited,sfc,
Fake regulators and/or market operators,2013-05-22,Taiwan Options and Futures Exchange,sfc,www.twofx.org
Suspicious websites,,www.yhjrtz.cc,sfc,www.yhjrtz.cc
Unlicensed entities,2013-05-22,Idelson Group,sfc,www.idelson-group.com
Unlicensed entities,,Kuangshi Futures,sfc,www.kss.hk
Unlicensed entities,2013-05-29,Aston Hu & Associates,sfc,http://astonhu.com/
Unlicensed entities,2013-05-29,Denison Newbrook Reid,sfc,www.denisonnewbrookreid.com
Unlicensed entities,2013-05-30,Shintomi Trading,sfc,www.shintomitrading.com
Unlicensed entities,2013-06-06,Spartan FX / Spartan Management Asia Limited,sfc,www.tradeforexoffshore.com / www.spartanfx.asia
Unlicensed entities,,Casper Holdings Co Ltd,sfc,
Phishes,,williamchow@vpgroupasia.com,sfc,
Unlicensed entities,2013-06-18,Kendall Morgan Partners,sfc,www.kendallmorganpartners.com
Unlicensed entities,2013-06-27,Hamilton Financial Services,sfc,www.hamilton-fs.com
Suspicious websites,,www.ifahk.com,sfc,www.ifahk.com
Unlicensed entities,2013-06-27,First Laurel Capital,sfc,www.ffbc-flc.com
Unlicensed entities,2013-06-27,Capital Alliance International,sfc,www.capitalallianceinternational.com
Unlicensed entities,2013-06-27,www.jiashivip.net,sfc,www.jiashivip.net
Unlicensed entities,2013-06-27,Hallmark Financial Solutions / Hallmark Finance Solutions,sfc,www.hallmarkfsg.com / www.hallmarkfinance.co.uk
Unlicensed entities,2013-06-27,Flex Capital Partners,sfc,www.flexcapitalpartners.com
Unlicensed entities,2013-06-27,The Avanti Group,sfc,www.theavantigroup.com
Unlicensed entities,,博滙通,sfc,www.bht8.com
Suspicious websites,2013-07-12,時富金融網,sfc,(i) www.shifu1.com
Unlicensed entities,2013-07-12,Whitmore Wealth Management,sfc,www.whitmorewealth.com
Suspicious websites,2013-07-12,www.franklinfund.us,sfc,www.franklinfund.us
Unlicensed entities,2013-07-12,DS Forex,sfc,www.dsforex.com
Unlicensed entities,2013-07-12,Leonard Ullrich Neuman,sfc,www.leonardullrichneumann.com
Unlicensed entities,,IC Markets Hong Kong,sfc,www.icmarkets.com.hk
Unlicensed entities,2013-07-12,Dupont Securities,sfc,www.dupontsecurities.com
Unlicensed entities,2013-07-12,HK Jin Yu Heng Tong Investment Co Limited / HK Jin Yu Heng Tong Investment Management Limited,sfc,i) www.jyht.co.uk
Unlicensed entities,2013-07-12,AWI Financial,sfc,www.awifinancial.com
Unlicensed entities,,JP Premier International Holdings Limited,sfc,
Suspicious websites,,www.axa-a.com,sfc,www.axa-a.com
Suspicious websites,,http://azentuscapitalmanagement.com,sfc,http://azentuscapitalmanagement.com
Unlicensed entities,2013-07-16,SCFS Trading,sfc,www.scfs-trading.com
Suspicious websites,,http://azentus-capital.com,sfc,http://azentus-capital.com
Unlicensed entities,2013-07-16,"Winston, Jarrod & Jones",sfc,http://wjj-inc.com
Unlicensed entities,2013-07-18,Able Will Development,sfc,www.ablewill.hk
Unlicensed entities,,NCA International Holdings Limited / Noble Capital (Asia) Limited,sfc,www.ncaholdings.com
Suspicious websites,2013-07-18,Shenzhen Lukfook Hushen Technology Ltd,sfc,www.939288.com
Suspicious websites,,www.959488.com,sfc,www.959488.com
Suspicious websites,2013-07-19,富泰金融網 (Chinese name only),sfc,www.ftjrw.com
Suspicious websites,2013-07-19,www.futai0.com,sfc,www.futai0.com
Suspicious websites,,www.zhxhjyw.cn,sfc,www.zhxhjyw.cn
Suspicious websites,2013-07-19,財華國際投資 (Chinese name only),sfc,www.ch4444.com
Suspicious websites,2013-07-19,HF JR Finance (Asia) Limited,sfc,www.hf1188.com
Unlicensed entities,2013-07-19,Letter Ann Financial Group,sfc,www.73311.com
Suspicious websites,2013-07-19,DM INDEX,sfc,www.m823.com
Unlicensed entities,2013-07-23,Rapid Exchange / Rapid Gold Inc.,sfc,www.rapidxchange.webs.com
Unlicensed entities,2013-07-19,Galaxy Brokers Limited,sfc,www.galaxybrokers.com
Unlicensed entities,2013-07-30,Blue Dome Partners,sfc,www.bluedomepartners.com
Unlicensed entities,2013-07-30,Bergmannwhite Associates,sfc,1) www.bergmannwhite-associates.com
Unlicensed entities,2013-08-06,HenryFX,sfc,www.henry-fx.com
Unlicensed entities,2013-08-06,VCC International Group Ltd,sfc,www.vccinternatinoal.com
Unlicensed entities,2013-08-05,Fubon (HK) Insurance Investment Fund Company Limited / Fubang (HK) Insurance Investment Fund Limited,sfc,www.fbbx.net
Unlicensed entities,2013-08-06,Hang International,sfc,www.hanginternational.com
Fake regulators and/or market operators,2013-08-06,Commodity Options Security Exchange,sfc,www.cosechicago.com
Unlicensed entities,2013-08-06,Saba Capital Management,sfc,www.sabahkllc.com
Unlicensed entities,2013-08-14,Cadell Acton Group International,sfc,www.cadellacton.com
Unlicensed entities,2013-08-14,Arrow Capital Partners,sfc,www.arrowcapitalpartners.com
Unlicensed entities,2013-08-14,GMO Global,sfc,www.gmo-global.net
Unlicensed entities,,Future Trend Investment Holding Limited,sfc,
Unlicensed entities,,East Cape Mining Corporation,sfc,
Unlicensed entities,2013-08-14,Standard Wealth Management Limited,sfc,http://swmltd.com
Unlicensed entities,2013-08-21,Dinosaur Investor Services (UK) Limited / Dinosaur Investor Services,sfc,(i) www.dinosaurgroup.co.uk
Suspicious websites,,www.saxoforex.hk,sfc,www.saxoforex.hk
Unlicensed entities,2013-08-15,Forexoma Ltd,sfc,www.forexoma.com
Unlicensed entities,,Dinosaur Assets Management (HK) Limited,sfc,(i) www.dinosaurgroup.co.uk
Unlicensed entities,2013-08-21,NCL Group (UK) Ltd,sfc,www.nclfx.net
Suspicious websites,,www.rtronx.com,sfc,www.rtronx.com
Unlicensed entities,2013-08-21,Capital Finance Group Hong Kong Limited,sfc,www.capitalfinancegrouphk.com
Suspicious websites,,www.bimforex.com,sfc,www.bimforex.com
Unlicensed entities,2013-09-03,Roxboro Capital Investment / Roxboro Capital Investment Strategies,sfc,www.roxboroci.com
Unlicensed entities,2013-09-03,Norris Jardine Newell Equities,sfc,www.njne.com
Fake regulators and/or market operators,,Hong Kong Shanghai Board Options Exchange,sfc,www.hsboe.com
Unlicensed entities,2013-09-03,Sentinel Equity Inc,sfc,www.sentinelequity.com
Unlicensed entities,2013-09-10,Gould Ventures Group,sfc,www.gouldventuresgroup.net
Unlicensed entities,2013-09-03,Hong Kuang,sfc,www.hongkuang.com
Unlicensed entities,2013-09-10,Brien Group Limited,sfc,www.brienhk.com
Unlicensed entities,2013-09-23,Baker Boyd Associates,sfc,www.baker-boyd.com
Unlicensed entities,2013-09-23,Nomura Asset Management / Nomura Asset Management Inc,sfc,www.namcohk.com
Unlicensed entities,2013-09-23,Yad Lan Investments,sfc,www.yadla.com
Unlicensed entities,2013-09-23,Financial Center Partners,sfc,www.financialcenterpartners.com
Unlicensed entities,2013-09-23,Global Reach Asset Management,sfc,www.globalreachassetmanagement.com
Unlicensed entities,2013-10-04,Upchina International Ltd,sfc,i) www.upchinahk.com
Unlicensed entities,2013-09-23,Sompo Capital Group,sfc,www.sompocapitalgroup.com
Unlicensed entities,2013-09-26,North Corp International,sfc,www.northcorpinternational.com
Unlicensed entities,2013-10-04,Stowford & Proctor Asset Management,sfc,www.stowproct.com
Unlicensed entities,2013-10-04,Mundial Securities,sfc,www.mundialsecurities.com
Unlicensed entities,2013-10-08,Hodyer Asia / Hodyer Asia Assets Management Inc / Hoyder Investment Group,sfc,www.hoyderasia.com
Suspicious websites,,Hong Kong Business Information Registry,sfc,www.hkbizreg.com
Unlicensed entities,2013-10-08,Windsor Finance Group,sfc,www.windsorfinancegroup.com
Unlicensed entities,2013-10-08,Chase Franklin International,sfc,www.chasefranklin.com
Unlicensed entities,2013-10-16,Wainwright Wealth Management/ Wainwright Finance/ Wainwright Corporate,sfc,1. www.wainwrightcorporate.com
Unlicensed entities,2013-10-10,FIL Investment Management,sfc,www.filinvestments.com
Unlicensed entities,2013-10-25,Total Global Equity,sfc,www.totalglobalequity.com
Unlicensed entities,2013-11-05,Ramsey Investment Partners,sfc,www.ramseyinvestmentpartners.com
Suspicious websites,,http://www.yfjrw168.com,sfc,http://www.yfjrw168.com
Unlicensed entities,2013-11-06,Hoden International Clearing,sfc,www.hodeninternationalclearing.com
Unlicensed entities,2013-10-25,Charterhouse Wealth Management,sfc,www.charterhousewealthmanagement.com
Unlicensed entities,2013-11-11,Hong Kong Eshirong Financial Investment,sfc,www.eshirong.com
Unlicensed entities,2013-11-11,Banc54 / B54 Technologies Limited,sfc,www.b54.com / www.banc54.com
Unlicensed entities,2013-11-13,Win Win International Investments Limited,sfc,www.winwinhk.com
Unlicensed entities,2013-11-18,SWFinvestguide Financial Services Inc.,sfc,www.swfinvestguide.com
Unlicensed entities,2013-11-20,Wave Star Trading Company Ltd/ Wavestar Trading Company Ltd/ Wavestar Mystery Forex,sfc,www.wavestarmysteryforex.net
Unlicensed entities,2013-11-21,Allied Global Holdings,sfc,www.alliedghs.com
Unlicensed entities,2013-11-21,Nomura Financial,sfc,www.nomurafinancial.com
Unlicensed entities,2013-11-27,Capital Eurasia,sfc,www.capitaleurasia.com
Suspicious websites,,www.cashons.iego.net,sfc,www.cashons.iego.net
Unlicensed entities,2013-12-06,Dingfeng International Corporation,sfc,www.dingfeng.hk
Unlicensed entities,2013-12-03,"Lee, Young & Chan",sfc,www.lyc-limited.com
Unlicensed entities,2013-12-10,Hudson Strategic Partners,sfc,www.hudsonstrategicpartners.com
Unlicensed entities,2013-12-12,Edge Capital Markets,sfc,www.edgecmltd.com
Unlicensed entities,2013-12-16,First Trade Europe,sfc,www.fteuk.com
Unlicensed entities,2013-12-12,Next Financial Network,sfc,www.nextfinancialnetwork.com
Unlicensed entities,2013-12-18,HSL Acquisitions Inc / HSL Acquisitions,sfc,www.hslacquisitions.com
Unlicensed entities,2013-12-20,Ava Capital Markets,sfc,www.avacm-ltd.com
